"SSC","$1-$199 ($1-$10,399)","$200-$299 ($10,400-$15,599)","$300-$399 ($15,600-$20,799)","$400-$599 ($20,800-$31,199)","$600-$799 ($31,200-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,999 ($78,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,999 ($208,000-$259,999)","$5,000 or more ($260,000 or more)","Total",
"Verdun",3,7,7,15,13,11,20,10,33,21,26,16,5,4,12,203,
"Victor Harbor",44,94,253,322,255,189,158,115,109,66,52,18,3,8,3,1689,
"Virginia (SA)",13,16,48,69,48,45,45,34,76,49,20,17,8,6,9,503,
"Vista",3,0,19,34,21,34,30,36,66,40,22,17,9,3,3,337,
"Vivonne Bay",11,7,18,14,20,13,21,8,13,7,4,0,0,0,0,136,
"Waikerie",36,45,154,173,148,91,101,78,94,58,32,13,6,5,5,1039,
"Waitpinga",0,0,6,8,10,16,8,9,5,3,4,4,0,0,0,73,
"Walker Flat",3,7,11,25,15,23,5,7,9,3,0,6,0,0,0,114,
"Walkerville (SA)",23,23,78,83,63,58,65,44,93,44,106,60,26,38,40,844,
"Walkley Heights",13,20,79,110,94,101,91,100,188,114,94,72,23,13,5,1117,
"Wallaroo (SA)",31,62,178,260,215,143,107,71,99,49,34,16,6,3,8,1282,
"Wallaroo Mines",3,9,18,24,25,23,10,16,11,0,7,3,0,0,0,149,
"Wallaroo Plain",0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,13,
"Wami Kata",0,0,3,5,7,3,4,0,5,3,0,0,0,0,0,30,
"Wanbi",3,3,8,8,12,3,10,8,4,6,3,3,0,0,0,71,
"Wandearah East",0,3,3,6,3,19,7,4,4,6,3,5,0,0,0,63,
"Wandilo",0,0,0,6,6,14,11,9,11,11,3,6,4,0,0,81,
"Wangary",4,10,15,28,24,14,20,24,11,7,3,0,0,0,0,160,
"Warburto",3,3,8,13,8,13,9,5,14,3,3,0,0,0,4,86,
"Warnertown",3,3,11,15,15,11,12,7,14,9,6,0,0,0,0,106,
"Warooka",3,3,18,23,12,6,10,3,3,3,0,0,0,0,0,84,
"Warradale",34,53,164,244,210,161,164,130,209,197,114,87,27,17,13,1824,
